id,name,brand,retail_price,cost,category_id,distribution_center_id
14836,Lamaze Maternity Women's I'm Not Fat I'm Pregnant Tank Top,Lamaze,25,11.05,17,1
14864,Lamaze Maternity Seamless Comfort Maternity Camisole,Lamaze,22,9.15,17,1
14984,Lamaze Lace Trim Soft Cup Microfiber Nursing Bra,Lamaze,24,11.71,17,1
15016,Lamaze Maternity Women's Seamless V-Neck Cami-Thick Straps,Lamaze,25,11.45,17,1
28734,US Marines Black Cowhide Leather Trifold Wallet,Marine,26.99,11.12,1,1
10351,Medela Sleep Bra,Medela,49.95,24.13,21,1
10611,Medela Comfort Nursing Bra,Medela,39,21.41,21,1
10673,Medela Nightime Nursing Sleep Bra,Medela,20,10.92,21,1
14341,Medela Sleep Bra,Medela,49.95,23.83,17,1
14395,Medela Comfort Nursing Bra,Medela,39,15.8,17,1
14404,Medela Postpartum Support Belt,Medela,25,11.65,17,1
14411,Medela Nightime Nursing Sleep Bra,Medela,20,8.04,17,1
14488,Medela Maternity Support Belt,Medela,59.95,25.9,17,1
14514,Medela Maternity Support Belt #670MS,Medela,59.95,25.48,17,1
14577,Medela Seamless Underwire Nursing Bra #36-98,Medela,42.99,21.07,17,1
14907,Medela Seamless Softcup Nursing Bra Black,Medela,34.99,16.03,17,1
14909,Medela Sleep Bra Nude Large,Medela,15.99,6.88,17,1
15086,Medela Seamless Underwire Nursing Bra #36-98,Medela,40.6,17.21,17,1
16509,Mens Modena Solid White French Cuff Dress Shirt,Modena,29.99,16.91,13,1
16677,Mens Modena Solid Silver French Cuff Dress Shirt,Modena,29.99,16.88,13,1
16886,Mens Modena Solid Black French Cuff Dress Shirt,Modena,29.99,16.28,13,1
16903,Modena Mens Solid Burgundy French Cuff Dress Shirt,Modena,29.99,17.36,13,1
16916,Mens Modena Solid Cadet Blue French Cuff Dress Shirt,Modena,29.99,17.84,13,1
16920,Mens Modena Solid Pink French Cuff Dress Shirt,Modena,29.99,15.44,13,1
5826,'Sexy Legs' Black Jean Stretch Fashion Leggings,Nollia,8.99,5.15,24,1
5861,'Sexy Legs' Stylized Blue Jean Fashion Leggings,Nollia,8.99,5.03,24,1
5868,'Sexy Legs' Side Runner Fashion Leggings,Nollia,8.99,5.69,24,1
5919,'Sexy Legs' Ruffle Bottom Fashion Leggings,Nollia,8.99,5.18,24,1
5992,'Sexy Legs' Tattered Blue Jean Fashion Leggings,Nollia,8.99,5.14,24,1
6263,'Sexy Legs' Beaded Paradise Fashion Leggings,Nollia,8.99,5.72,24,1
6267,'Sexy Legs' Elliptical Pattern Fashion Leggings,Nollia,8.99,5.59,24,1
6268,'Sexy Legs' Beaded Band Fashion Leggings,Nollia,8.99,5.77,24,1
3703,Zeilei 5846 Strapless Peacock Embroidery Evening Prom Pageant Dress,Prom21,179,83.06,7,1
3738,Zeilei 9194 Taffeta Strapless Mother of Bride Dress with Jacket,Prom21,149,60.2,7,1
3952,Zeilei 5896 Satin Red Animal Print One Shoulder Pageant Prom Dress,Prom21,169,72.16,7,1
3963,Zeilei 7528 Allover Sequins Strapless Evening Prom Pageant Dress,Prom21,229,103.74,7,1
4042,Zeilei Strapless Peacock Embroidery Evening Cocktail Homecoming Dress,Prom21,129,61.66,7,1
12097,Zeilei Gold Sequin Strapless Ruched Corset Cocktail Dress,Prom21,159,91.9,21,1
6344,Sabree Missy Cargo Short,Sabree,16,7.95,15,1
20392,All Season 2 Jacket - Red Black W30S37E,SanMar,92.99,34.78,19,1
1,Seven7 Women's Long Sleeve Stripe Belted Top,Seven7,49,27.05,13,1
24,Seven7 Women's V-Neck Center Studs Top,Seven7,44,23.76,13,1
43,Seven7 Women's Shirt Tail Dolman Top,Seven7,44,26.27,13,1
68,Seven7 Women's Kimono Sleeve Dolman Top,Seven7,44,24.6,13,1
72,Seven7 Women's Back V-Neck Dolman Top,Seven7,44,24.11,13,1
1527,Seven7 Women's Back Lace Inset Hood Sweatshirt,Seven7,59,25.49,9,1
1769,Seven7 Women's Basic Zip Up Hoodie,Seven7,59,25.49,9,1
4215,Seven7 Women's Slimming Boot Jean,Seven7,69,36.16,16,1
4217,Seven7 Women's Lurex Flap Pocket Jean,Seven7,69,37.19,16,1
4221,Seven7 Women's Slimming S Pocket Jean,Seven7,69,36.16,16,1
4223,Seven7 Women's Double Needle Boot Jean,Seven7,69,34.91,16,1
4227,Seven7 Women's Skinny Snake77 Stone Jean,Seven7,69,39.4,16,1
4233,Seven7 Women's Cord Skinny Jean 77 Pocket,Seven7,69,40.02,16,1
4234,Seven7 Women's Lurex E Pocket Skinny Jean,Seven7,74,40.7,16,1
4251,Seven7 Women's Color Sateen Jean,Seven7,69,34.02,16,1
4264,Seven7 Women's Lurex Seven Pocket Jean,Seven7,69,35.33,16,1
5396,Seven7 Women's Indigo Knit Pant Pant,Seven7,59,30.15,8,1
5468,Seven7 Women's 5 Pocket Ponte Pant,Seven7,59,29.44,8,1
26001,Seven7 Men's 2 Pack Boxer Brief,Seven7,25,11.45,23,1
11155,SlimMe Arm Shapers,SlimMe,24,13.7,21,1
11276,SlimMe Bodysuit With Thong Back,SlimMe,36,20.05,21,1
17869,Sullen - Mens Acuna Badge Hoodie in Black,Sullen,55.95,32.17,9,1
26225,TRUNKS Men's Swami Short,TRUNKS,54,23.92,23,1
27527,TRUNKS Men's Swami Short,TRUNKS,54,32.78,3,1
27734,TRUNKS Men's Salty Boardie Short,TRUNKS,37.99,23.86,3,1
27827,Trunks Men's San-O Full Elastic Shorts,TRUNKS,54,34.94,3,1
8066,TAHARI Arthur S Levine Textured White Beads Deco Skirt Suit,Tahari,98.08,55.32,12,1
8069,Tahari Jerri Pant Suit,Tahari,127.51,76.63,12,1
8099,TAHARI Bead Embellished Jacquard Jacket/Dress Suit,Tahari,149,90.15,12,1
8111,TAHARI Pleated Front Jacket/Skirt Suit,Tahari,159,97.79,12,1
8113,TAHARI ASL Charlie Double-Breasted Jacket/Pant Suit,Tahari,181.46,114.32,12,1
8114,TAHARI Black Herringbone Belted Jacket/Pants Suit,Tahari,165,101.31,12,1
8120,TAHARI Shantung Beaded Sleeves 3-PC Jacket/Skirt Suit,Tahari,145,92.95,12,1
8125,Tahari Ruthy Skirt Suit,Tahari,147.13,91.81,12,1
8129,Tahari Cliff Skirt Suit,Tahari,196.18,120.45,12,1
8135,Tahari Luxe Women's Nelson Skirt Suit 24W Silver [Apparel] [Apparel],Tahari,99.99,59.99,12,1
8159,TAHARI Sofie 2PC Jacket/Skirt Suit,Tahari,159,90.15,12,1
8166,TAHARI ASL Cap Sleeve 2PC Jacket/Skirt Suit,Tahari,147.13,89.46,12,1
8177,Tahari Plus Size Suit Jacket and Pants Military Inspired,Tahari,196.18,114.18,12,1
8180,Tahari Tiffany Skirt Suit,Tahari,147.13,89.16,12,1
8182,Tahari Kelvin Short Sleeve Skirt Suit,Tahari,50.38,30.93,12,1
8183,Tahari Arthur S Levine Luxe 2 Piece Skirt Suit,Tahari,176.56,98.52,12,1
8190,Tahari Women's Double Breasted Jacket & Pant Suit 12 [Apparel] [Apparel],Tahari,99.99,61.39,12,1
8198,TAHARI Lucy Pant Suit,Tahari,147.13,88.13,12,1
8200,Tahari Kacey 3 Piece Suit,Tahari,163.42,104.43,12,1
8206,Tahari Michael Three Quarter Sleeve Pant Suit,Tahari,176.56,114.23,12,1
8207,Tahari Joe Skirt Suit,Tahari,138,86.25,12,1
8244,Tahari Zara Pant Suit,Tahari,111.98,72.34,12,1
8245,TAHARI Arthur S Levine Heidi Striped Pant Suit,Tahari,128,73.98,12,1
8250,TAHARI Lilibeth 2PC Jacket/Skirt Suit,Tahari,148,93.39,12,1
3408,Taylor Women's Vintage Party Dress,Taylor,158,69.36,7,1
18875,Tempco Reversible Snap-Pocket Bubble Vest,Tempco,45.99,23.68,14,1
18952,Tempco Reversible Bubble Vest,Tempco,45.99,21.16,14,1
24089,Tempco Easy-Wear Nylon-Lined Bubble Jacket,Tempco,49.99,23.35,22,1
24291,Tempco Polar Fleece-Lined Bubble Jacket,Tempco,49.99,22.4,22,1
13708,Tifosi Slip Shield Sunglasses,Tifosi,54,23.81,1,1
14001,Tifosi Tyrant Wrap Sunglasses,Tifosi,60.03,25.39,1,1
15442,Tifosi Slip Shield Sunglasses,Tifosi,54,25.49,2,1
24764,Tilley Fast-Drying 'Travel' Socks - Mid-calf,Tilley,18,10.91,6,1
25142,Tilley Men's Ankle Socks,Tilley,16,10.14,6,1
26058,Tilley Men's Travel Briefs,Tilley,22.5,10.76,23,1
28531,Tilley Tilley Winter Hat,Tilley,105,39.37,1,1
28996,Tilley Montana Winter Hat,Tilley,105,42.73,1,1
17405,Gears of War 2 Marcus Armed Black Zip Up Hoodie Sweatshirt New Adult,Tultex,24.99,14.07,9,1
1185,Velvet Women's Abana Cashmere Blend Open Cardigan,Velvet,163.3,76.91,14,1
3998,Velvet Women's Farah Allover Sequin Dress,Velvet,284,122.97,7,1
5953,Velvet Heart Paisley Women's Fashion Leggings,Velvet,9.99,6.19,24,1
6017,Velvet Heart Paisley Women's Fashion Legging,Velvet,17.99,10.04,24,1
7357,Velvet by Graham and Spencer Eve Sequin Pencil Skirt,Velvet,125,50.25,10,1
9117,Velvet Heart Microfiber Women's Fashion Over the Knee High,Velvet,9.99,3.7,5,1
9432,Velvet Heart Microfiber Women's Fashion Tights,Velvet,9.99,3.69,5,1
15229,Velvet Cicero Belted Maxi Maternity Dress,Velvet,152,71.14,17,1
25632,Mens New Stretch Boxer Brief Underwear Wanted,Wanted,8.97,4.47,23,1
26526,Mens New Micro Fleece Bathrobe by Wanted,Wanted,34.97,13.15,18,1
7286,Xscape Wide Ribbed Skirt,Xscape,46.46,17.19,10,1
4187,Plus Size Flower Print Romper,alight,24.99,13.24,25,1
5623,Plus Size Red Candle Capri,alight,34,16.9,8,1
6143,Plus Size Modern Mod Skirt,alight,19.99,11.29,24,1
6524,Plus Size Black Candle Capri,alight,34,16.42,15,1
7407,Plus Size Gray Cross Pattern Skirt,alight,24.99,10.4,10,1
7423,Plus Size Brown Cross Pattern Skirt,alight,24.99,10.5,10,1
9702,Funzee Adult Onesie Cotton Pajama Suit One piece non Footed Pajamas - Cute Design Is Teddy Bears on Pink Sizes XS-L,funzee,39.95,22.29,18,1
14206,Indigo Cats Silk Scarf with Sequins by Laurel Burch,indigo,21.99,8.07,1,1
18044,10 Deep - Mens Infield Hoody Hoodie In Black,10 Deep,103.95,53.64,9,1
765,A. Byer Juniors Knit Tank Top With Long Tier And Belt,A. Byer,10.46,5.66,13,1
768,A. Byer Juniors Spagh Strap Ruffled Neck Top,A. Byer,25,15.25,13,1
3490,A. Byer Juniors Print Hmc Tube Top Dress,A. Byer,25,10.97,7,1
3644,A. Byer Juniors Strapless Stripe Pleated Bodice Dress,A. Byer,25,11.07,7,1
5116,A. Byer Juniors Tropical Cambridge Pant,A. Byer,40,22.24,8,1
5134,A. Byer Juniors Cuffed Tropical Cambridge Pant,A. Byer,25,12.17,8,1
7162,A. Byer Juniors Pegged Skirt With Button Yoke,A. Byer,25,11.25,10,1
7857,A. Byer Snake Print Jacket BLACK Sm,A. Byer,55,18.87,11,1
7873,A. Byer Snake Print Jacket BLACK Md,A. Byer,55,22.22,11,1
8462,A. Byer Juniors Melton Button Collar Water Resistant Coat,A. Byer,55.3,24.94,22,1
5872,Off White Leggings and Dupatta Set,Ahaarya,24.99,15.12,24,1
6123,Black Churidar Leggings and Dupatta Set,Ahaarya,24.99,14.59,24,1
6133,Beautiful Black Women's Shimmer Leggings,Ahaarya,24.99,14.32,24,1
6160,Beautiful Green Churidar Leggings,Ahaarya,19.99,11.31,24,1
12699,Annette Post Surgical Stabilizing Band (10681),Annette,32,16.32,21,1
17860,Bud Light Full Zip Fleece Hoodie,BUDSHOP,57.99,30.68,9,1
17901,Budweiser Full-Zip Fleece Hoodie,BUDSHOP,49.99,27.39,9,1
2278,Candie's Girls Striped Hoodie & Tank Set,Candies,34,15.95,9,1
2459,Capezio Women's Low Rise Ankle Legging,Capezio,24.5,9.14,4,1
2482,Capezio Women's Long Sleeve Leotard,Capezio,18.3,8.25,4,1
2487,Capezio Women's Princess Tank Leotard,Capezio,22.64,10.48,4,1
2488,Capezio Women's Short Sleeve Leotard,Capezio,21.5,8.62,4,1
2495,Capezio Women's Low Rise Boy Cut Short,Capezio,22,8.71,4,1
2536,Capezio Women's No Show Liner With 5-pair Pre-pack Socks,Capezio,12.48,4.72,4,1
2540,Capezio Women's Camisole Leotard With Adjustable Straps,Capezio,22.08,9.56,4,1
2564,Capezio Women's Turtleneck Long Sleeve Leotard,Capezio,27,11.37,4,1
2587,Capezio Women's Tank Leotard,Capezio,16.8,7.76,4,1
2607,Capezio Women's Long Sleeve Unitard,Capezio,41.98,19.48,4,1
2636,Capezio Women's Short Sleeve Leotard,Capezio,19,8.17,4,1
2642,Capezio Women's V-Neck Camisole Leotard,Capezio,24.64,10.99,4,1
2653,Capezio Women's Long Sleeve Leotard,Capezio,23.22,9.91,4,1
2656,Capezio Women's High-Neck Tank Leotard,Capezio,19.5,8.25,4,1
2664,Capezio Women's Halter Leotard,Capezio,17,6.92,4,1
2675,Capezio Women's Boy Cut Short,Capezio,11.76,4.97,4,1
2713,Capezio Women's Camisole Leotard With Adjustable Straps,Capezio,17.5,6.53,4,1
2745,Capezio Women's Turtleneck Long Sleeve Top,Capezio,23,10.44,4,1
2749,Capezio Women's Capezio Women'S SupplexÂ® Capri Legging,Capezio,27.07,12.29,4,1
2855,Capezio Womens Romantic Tutu,Capezio,13.45,5.15,4,1
2904,Capezio Women's Capri Legging,Capezio,25.82,11.52,4,1
2961,Capezio Women's Princess Halter Leotard,Capezio,24.64,10.55,4,1
3025,Capezio Women's Princess Camisole Leotard,Capezio,22.64,10.64,4,1
3068,Capezio Women's Capezio Women'S Camisole Tank Bra Top,Capezio,20.04,8.96,4,1
8881,Capezio Women's Ultra Soft Transition Tight,Capezio,15.4,6.07,5,1
8883,Capezio Women's Ultra Soft Footed Tight,Capezio,24.85,10.64,5,1
8973,Capezio Women's Microfiber Footed Skate Tight,Capezio,18.42,7.07,5,1
9095,Capezio Women's Professional Fishnet Tight With Seams,Capezio,25,9.22,5,1
9208,Capezio Women's Professional Mesh Transition Tight,Capezio,76,28.27,5,1
9322,Capezio Women's Microfiber Over-The-Boot Skate Tight,Capezio,18.95,7.45,5,1
10999,Capezio Women's Brief,Capezio,11.92,6.2,21,1
11657,Capezio Women's Capezio Women'S Camisole Bra Top,Capezio,17.98,9.8,21,1
18491,Capezio Men's Men's Knit Footed Tights With Back Seams,Capezio,42.73,15.9,4,1
1923,Claeson Women's Color Splash Shorts,Claeson,25,11.15,9,1
2394,Claeson Women's Color Splash Hoodie Sweatshirt,Claeson,127,54.74,9,1
26281,DESMIIT Mens Long John Thermal Underwear Pants Modal 4 Colors,DESMIIT,22.9,9.8,23,1
291,Dickies Women's Plaid Flannel Shirt,Dickies,21.04,11.38,13,1
638,Dickies Women's Short Sleeve Stretch Oxford Shirt,Dickies,36,21.82,13,1
1640,Dickies Women's Stripe Pullover Hoodie,Dickies,35.06,17.74,9,1
4302,Dickies Women's Slim Fit Boot Cut Jean,Dickies,42.44,24.53,16,1
4335,Dickies Women's Relaxed Fit Denim Carpenter Pant,Dickies,37.6,20,16,1
4386,Dickies Women's Relaxed Fit Straight Leg Jean,Dickies,34.04,17.84,16,1
4488,Dickies Women's Slim Fit Straight Leg Jean,Dickies,30.99,15.4,16,1
4894,Dickies Women's Slim Boot Cut Jean,Dickies,40.84,20.05,16,1
4895,Dickies Women's Relaxed Straight Leg Jean,Dickies,38.59,19.37,16,1
5102,Dickies Women's Relaxed Cargo Pant,Dickies,43.44,23.63,8,1
5322,Dickies FP831 Women's Micro Denier Executive Pant,Dickies,34,19.18,8,1
5425,Dickies FP117 Women's Emt Pant,Dickies,51.16,26.91,8,1
5599,Dickies Kids Girls 2-6X Stretch Bootcut Bottom Pant,Dickies,25.57,14.57,8,1
6279,Dickies Women's 11 Inch Relaxed Cargo Short,Dickies,36.53,16.8,15,1
8315,Dickies Women's Stretch Jacket,Dickies,52.5,22.68,22,1
8318,Dickies Women's Sanded Duck Vest,Dickies,64.5,29.41,22,1
8346,Dickies 82721 Youtility Women's Multi Pocket Scrub Top,Dickies,28.49,13.02,22,1
8410,Dickies Women's Softshell Hooded Jacket,Dickies,67.99,31.14,22,1
8414,Dickies 817455 Youtility Women's Basic Scrub Top,Dickies,28.49,11.94,22,1
8626,Dickies  Women's Eisenhower Jacket,Dickies,42,19.4,22,1
9515,Dickies Women's 2 Piece Thermal Set,Dickies,32,18.85,18,1
11315,Dickies 3-Pack Girls Camisoles (Sizes 7 - 16),Dickies,6.99,3.77,21,1
15394,Dickies Women's Empire Waist Top,Dickies,22.99,12.18,2,1
15475,Dickies Women's Sanded Duck Vest,Dickies,64.5,34.96,2,1
15718,Dickies 82408 Youtility Women's Lab Coat,Dickies,36.24,17.25,2,1
15950,Dickies Women's Softshell Hooded Jacket,Dickies,67.99,33.18,2,1
16168,Dickies 574 Men's Long Sleeve Work Shirt,Dickies,62.49,33.99,13,1
16536,Dickies LS524 Men's Industrial Color Block Short Sleeve Shirt,Dickies,28.2,15.45,13,1
16751,Dickies LL535 Men's Industrial Long Sleeve Work Shirt,Dickies,105.5,56.76,13,1
16881,Dickies Men's Twill Stripe Work Shirt,Dickies,28.99,16.09,13,1
16914,Dickies WS518 Short Sleeve Plaid Camp Shirt,Dickies,22.99,12.6,13,1
17178,Dickies Men's Full Zip Fleece Hoodie,Dickies,31.99,16.57,9,1
18193,Dickies Men's Acrylic Thermal Boot Crew 2-pack Socks,Dickies,12,4.55,4,1
18277,Dickies Men's Bonded Waffle Knit Hooded Jacket,Dickies,130.99,56.33,4,1
18353,Dickies Men's Everyday Utility Scrub Pants,Dickies,27.99,10.97,4,1
18382,Dickies Men's 13 Inch Inseam Loose Fit Striped Work Short With Multi Use Pocket,Dickies,59.99,24.12,4,1
18616,Dickies Mens 13 Inch Loose Fit Cargo Short,Dickies,44,20.59,4,1
18660,Dickies Men's Steel Toe Crew,Dickies,12,5.15,4,1
19095,Dickies WL409 Men's Long Sleeve Lightweight Terry Crew Neck,Dickies,33.99,15.7,14,1
19868,Dickies WP114 Cotton Pleated Front Pant,Dickies,42,15.16,19,1
19902,Dickies C7988 Staydark(tm) Jean,Dickies,35.04,13,19,1
19971,Dickies WP314 Cotton Flat Front Pant,Dickies,42,17.22,19,1
20576,Dickies Men's Relaxed Fit Duck Carpenter Jean,Dickies,37.63,19.57,16,1
20577,Dickies Men's Stone Washed Carpenter Jean,Dickies,44,23.89,16,1
20583,Dickies Men's Regular Fit 5-Pocket Rigid Jean,Dickies,29.45,14.55,16,1
20601,Dickies DD217 Men's Relaxed Fit Flannel-Lined Pocket Jean,Dickies,40.91,23.56,16,1
20615,Dickies Men's Slim Straight Fit Five Pocket Jean,Dickies,54.18,26.44,16,1
20616,Dickies Men's Loose Fit Carpenter Jean,Dickies,35.04,18.33,16,1
20623,Dickies Men's Rigid Carpenter Jean Relaxed Fit,Dickies,35,17.54,16,1
20628,Dickies Men's Regular Fit 5-Pocket Stone Washed Jean,Dickies,30.96,16.81,16,1
20630,LU200 Dickies Relaxed Fit Industrial Carpenter Jean,Dickies,35.72,19.22,16,1
20640,Dickies Men's Sanded Duck Double Knee Jean,Dickies,46.66,24.78,16,1
20652,DickiesÂ® - CR393RNB - Industrial Relaxed Fit Jeans,Dickies,38,20.82,16,1
20658,Dickies Men's Slim Skinny Fit Five pocket Jean,Dickies,34.99,17.01,16,1
20663,Dickies Men's Loose Straight Fit Five Pocket Jean,Dickies,42.38,23.48,16,1
20705,Dickies 15293 Men's Relaxed Fit Double Knee Workhorse Jean,Dickies,40.35,21.22,16,1
20710,Dickies Men's Relaxed Straight Fit Five Pocket Jean,Dickies,36.24,18.16,16,1
20752,Dickies LD200 Men's Industrial Workhorse Jean,Dickies,38.63,20.13,16,1
20763,Dickies Men's Regular Straight Fit Five Pocket Jean,Dickies,40.54,22.7,16,1
20833,Dickies Men's Relaxed Straight Fit Bull Denim Jean,Dickies,31.99,18.04,16,1
20858,Dickies Men's Relaxed Fit Flame Resistant Carpenter Jean,Dickies,63.99,35,16,1
21062,Dickies C7988 Staydark(tm) Jean,Dickies,35.04,18.54,16,1
21212,Dickies Men's Slim Straight Fit Bull Denim Jean,Dickies,50,26.45,16,1
21603,Dickies Men's Relaxed Fit Flame Resistant Jean,Dickies,58.99,33.33,16,1
21665,Dickies Mens Slim Straight Fit Pant,Dickies,35,15.4,20,1
21678,Dickies Men's Skinny Straight Fit Work Pant,Dickies,34.99,15.4,20,1
21693,Dickies Men's Young Adult Sized Flat Front Pant,Dickies,29.99,14.16,20,1
21711,Dickies Men's Relaxed Straight Fit Ring Spun Work Pant,Dickies,30.2,13.41,20,1
21712,Dickies Mens Slim Straight Fit Pant,Dickies,30.36,14.03,20,1
21740,Dickies Men's 8 3/4 Ounce Double Knee Painter's Pant,Dickies,55.99,23.91,20,1
21774,Dickies Men's Relaxed Straight Fit 5-Pocket Ring Spun Pant,Dickies,33.97,14.61,20,1
21794,Dickies Men's Regular Straight Fit 5-Pocket Ring Spun Pant,Dickies,34,16.52,20,1
21799,Dickies Mens Relaxed Straight Fit Pant,Dickies,36.31,17.61,20,1
21814,DICKIES 211-2377- EMT PANT-(MIDNIGHT BLUE),Dickies,34,16.59,20,1
21822,Dickies WP810 Men's Slim Skinny Fit 5-Pocket Pant,Dickies,35.8,17.29,20,1
22083,Dickies Men's Young Adult Sized Pleated Front Pant,Dickies,27.97,13.79,20,1
22088,Dickies WP803 Men's Skinny Straight Fit Twill Work Pant,Dickies,34.94,16,20,1
22185,Dickies Mens Relaxed Straight Fit Pant,Dickies,29.99,12.51,20,1
22189,Dickies WP874 Men's Regular Straight Fit Ring Spun Work Pant,Dickies,29,12.15,20,1
22369,Dickies LP310 Men's Industrial Cotton Flat Front Pant,Dickies,44.42,22.21,20,1
22397,Dickies 1953 Painter's Pants (White;30W x 30L),Dickies,21.64,11.04,20,1
22616,Dickies - Original 874 Work Pant - Khaki - O Dog Trousers,Dickies,62,29.88,20,1
22636,Dickies TP2477 Men's Sanded Duck Insulated Pant,Dickies,76.99,38.03,20,1
22652,Dickies LP831 Men's Micro Denier Executive Pant,Dickies,33.75,17.11,20,1
22665,Dickies WD874 90Th Anniversary Original 874 R Work Pant,Dickies,30.27,15.1,20,1
22671,Dickies 2112377 Emt Pant,Dickies,62.07,30.97,20,1
22675,Dickies 1953 Painter's Pants (White;34W x 30L),Dickies,21.64,10.78,20,1
22707,Dickies Men's 13 Inch Inseam Loose Fit Multi-Pocket Work Short,Dickies,60.99,33.06,15,1
22712,Dickies Men's 15 Inch Inseam Work Short With Multi Use Pocket,Dickies,39.99,19.2,15,1
22715,Dickies Men's 13 Relaxed Fit Peached Twill Cargo Short,Dickies,59.99,28.2,15,1
22724,Dickies Men's 13 Inch Loose Fit Twill Cargo Short,Dickies,59.99,30.23,15,1
22732,Dickies Men's 17 Relaxed Fit Messenger Short,Dickies,45,23.17,15,1
22736,Dickies Men's 13 Inch Inseam Loose Fit Striped Work Short With Multi Use Pocket,Dickies,59.99,32.09,15,1
22747,Dickies Mens 13 Inch Loose Fit Cargo Short,Dickies,44,20.5,15,1
22751,Dickies Men's Young Adult Sized Flat Front Short,Dickies,23.33,12.76,15,1
22756,Dickies Mens 13 Inch Relaxed Fit Multi-Pocket Short,Dickies,35,17.29,15,1
22759,Dickies Men's Relaxed Fit Duck Carpenter Short,Dickies,59.99,28.56,15,1
22768,Dickies Men's 13 Inch Regular Fit Yarn Dye Plaid Short,Dickies,38,18.28,15,1
22778,Dickies DX200 11-inch Relaxed Fit Carpenter Short,Dickies,35,19.21,15,1
22819,Dickies Men's 13 Inch Loose Fit Yarn Dye Plaid Short,Dickies,36,18.5,15,1
22822,Dickies Men's 15 Loose Fit Denim Short,Dickies,38.94,17.72,15,1
22831,Dickies Mens 13 Inch Regular Fit Washed Twill Short,Dickies,35,16.27,15,1
22834,Dickies Mens 13 Inch Regular Fit Shadow Stripe Short,Dickies,59.99,29.88,15,1
22839,Dickies Men's 13 Inch Relaxed Fit Pad Ox Short,Dickies,34.99,18.33,15,1
22841,Dickies - WR558 15 Relaxed Fit Cargo Short-Washed Honeycomb Dobby,Dickies,27.7,13.02,15,1
22851,Dickies DR200 11-inch Relaxed Fit Multi-Pocket Short,Dickies,59.99,30.65,15,1
22855,Dickies LR303 Men's 11-inch Flat Front Short,Dickies,59.99,29.7,15,1
22874,Dickies Men's 9 1/2 Inch Inseam Relaxed Fit Carpenter Short,Dickies,29.99,14.88,15,1
22878,Dickies WR298 13-inch Slim Fit Cut-Off Short,Dickies,39.99,20.63,15,1
22882,Dickies Men's Traditional Flat Front Work Short,Dickies,59.99,27.54,15,1
22970,Dickies LR337 Men's 11-inch Industrial Cotton Cargo Short,Dickies,36.43,16.76,15,1
23020,Dickies 3994 9.5-inch Relaxed Fit Carpenter Short,Dickies,27,13.58,15,1
23026,Dickies WR820 13-inch Relaxed Fit Premium Utility Short,Dickies,27.32,13.33,15,1
23053,Bk 13 Twlstripe Wk Short,Dickies,20.86,9.57,15,1
23066,Bk Cargo Dow Short,Dickies,26.46,14.08,15,1
23086,Dickies Men's 11 Inch Regular Fit Herringbone Short,Dickies,29.99,16.34,15,1
23122,Dickies Men's 13 Inch Regular Fit Canvas Work Short,Dickies,42,22.22,15,1
23289,Dickies - 13'' Flat Front Work Short - Charcoal,Dickies,49,25.58,15,1
23294,Dickies - 13'' Multi-Pocket Work Short - Orange,Dickies,53,27.51,15,1
23313,Dickies Men's 11 Inch Relaxed Fit Work Short,Dickies,25,13.7,15,1
23407,Dickies DR210 13-inch Relaxed Fit Denim Short,Dickies,37.68,19.67,15,1
23450,Dickies - 13'' Multi-Pocket Work Short - Royal Blue,Dickies,53,25.17,15,1
23523,DICKIES Mens Relaxed Fit Shorts,Dickies,26,13.81,15,1
23528,DICKIES Mens Cell-Pocket Shorts,Dickies,33.55,16.74,15,1
23540,DICKIES Mens Relaxed Fit Shorts,Dickies,26,11.88,15,1
23545,Dickies Mens 15-Inch Relaxed Fit Cargo Short,Dickies,42,19.36,15,1
23572,DICKIES Mens Relaxed Fit Shorts,Dickies,27.64,13.27,15,1
23664,Dickies Men's Lined Eisenhower Jacket,Dickies,109.22,51.44,22,1
23725,Dickies Men's Fleece Lined Hooded Jacket,Dickies,80.99,38.07,22,1
23744,Dickies Mens Diamond Quilted Nylon Vest,Dickies,40,18,22,1
23755,Dickies Men's Water Resistant Diamond Quilted Nylon Jacket,Dickies,45.7,17.91,22,1
23765,Dickies Men's Unlined Eisenhower Jacket,Dickies,49.03,21.28,22,1
23780,Dickies Men's Bonded Waffle Knit Hooded Jacket,Dickies,130.99,52,22,1
23846,Dickies Men's Snap Front Nylon Jacket,Dickies,36.58,14.85,22,1
23893,Dickies Men's Panel Jacket With yoke,Dickies,65,31.07,22,1
23943,Dickies Men's Sanded Duck Premium Coat,Dickies,102.56,42.15,22,1
23952,Dickies Men's Lined Eisenhower Jacket,Dickies,66,31.75,22,1
24027,Dickies Men's Sherpa Lined Polar Fleece Hoodie,Dickies,44.99,20.56,22,1
24088,Dickies TJ513 Storm Softshell Full Zip Jacket,Dickies,92.4,40.01,22,1
24097,Dickies Men's Hip Length Twill Jacket,Dickies,67.81,29.36,22,1
24126,Dickies TC918 Rigid Duck Chore Coat,Dickies,100.2,48.5,22,1
24147,Dickies Men's Sanded Duck Detachable Hooded Jacket,Dickies,101.49,45.67,22,1
24235,Dickies Men's Basic Full-Zip Fleece Hoodie,Dickies,34.19,15.42,22,1
24241,Dickies Men's Sanded Duck Sherpa Lined Jacket,Dickies,79.99,33.76,22,1
